statement,label
সিন্ডিকেট কিছুর মধ্যে সাধারণ মানুষের কষ্টের দার দারেনা সরকার দুই একটা ছোট খাটো জরিমানা শুধু wash,vulnerable
শোক একটা কেটে ওঠতে না ওঠতেই আরো দুটো লাশ পেলাম । আমরা বাঙালি এক দূর্ভাগা জাতি । মাতমেই মাস কাটে বছর ঘুরে । ,vulnerable
মূল্যবোধের অবক্ষয় রোধে শিক্ষা ব্যর্থ কেন মুহাম্মদ রেজাউল করিম,vulnerable
নাটকটা ইয়াশ তটিনীর সবচেয়ে সুন্দর একটা নাটক ছিলো এটার ভালো মুহুর্তগুলো সবাইকে হাঁসিয়েছে কষ্টের মুহুর্তগুলো সবাইকে কাঁদিয়েছে,vulnerable
ভালোবাসা সব সময় রং রূপ দিয়ে হয়না এগুলো তারই প্রমাণ এসিড দগ্ধ মেয়েটি । ,vulnerable
আমার মাথায় মৃত্যুর চিন্তা আসে,vulnerable
"দেশে অধিকাংশ এলাকায় থ্রী জি সার্ভিসের ঠিকমতো কোন খবর নাই , ডিজিটালের নামে ধাপ্পাবাজি করতেছে অপারেটররা । অথচ ফোর জির পর ফাইভ জি নিয়ে রীতিমত গলাবাজি শুরু হয়েছে । ",vulnerable
বক্স অফিস মারুফ উচ্চারণ করতেই জানে সেখানে হবেনা লাভ হবে কেমন,vulnerable
অথচ এইগুলা নিয়ে আমাদের সমাজের মানুষ হাসি ঠাট্টা করে। বেশির ভাগ ক্ষেত্রে দেখা যায় সমাজের মানুষের জন্যই মানুষ আত্যহত্যা বেছে নেই,vulnerable
সালে গবেষণা শুরুর অবশেষে পানির অস্তিত্বের ব্যাপারে অনেকটাই নিশ্চিত বিজ্ঞানীরা এবার তবে প্রাণের অস্তিত্ব মিলবে,vulnerable
ইতিহাস টাই ছিলো সর্ব প্রথম ছবি ভালো করছিলোএর পরে ফ্লোপ,vulnerable
জীবনের প্রতিটি দিনে আমি হারিয়ে যাচ্ছি আমার জীবন শূন্যের মধ্যে থাকতে লাগছে,vulnerable
