Label,Text
non_depressive,"কিশোর বেলায় যে মেয়েটিকে ভালো লাগতো , ভালো লাগার কথাটি হয়তো বলতে চেয়েও সাহস করে বলতে পারিনি যাকে , এখন সেই মেয়েটিই এসে আমাকে ভালবাসার প্রস্তাব দিলো এই বুড়ো বয়সে ! আমার কি এখন ভালবাসাবাসির বয়স আছে ? এখন তো আল্লাহ আল্লাহ করার বয়স নাতিপুতির সাথে গল্পগুজব করে সময় কাটানোর বয়স"
depressive,টিকা দেওয়ার এলার্জি চরম ভাবে আক্রান্ত হয়েছি আমাদের গ্রামের অনেকের সমস্যা।
non_depressive,সবকিছুই আমার সাথে মিলে যাচ্ছে।
depressive,প্রতিটি লক্ষন আমার ভিতর আছে মনের কথা কাউকে বুঝাতে পারলাম ভালো নেই আমি অবসাধ আমার সময় শেষ করে দিচ্ছে
non_depressive,র ্যাঙ্কিংয়েও পুরস্কার পেলেন তামিম : 
depressive,ডিপ্রেশন বলতে যেমন আমি উপস্থাপিকাকে দেখে আবেগ প্রবণ হয়ে গেছি যদিও আমি জানি তাকে পাবোনা সেই হিসেবে আমিও এখন ডিপ্রেশনে আছি ধন্যবাদ
non_depressive,গাছ লাগান পরিবেশ বাঁচান
depressive,বাসের ড্রাইভার যদি মরে মেরে ফেলাদের জোর দাবি জানাচ্ছি
non_depressive,পোলার কনটেন্ট এমন আছে আমার মাথায় ঢুকে না। বাংলাদেশের একমাত্র সুস্থ বিনোদনের মাধ্যম একমাত্র family entertaiment তে।
depressive,আমি সময় অনুমান করি আমি কোনও সুযোগ হারাচ্ছি।কাজের মানসিকতা সম্পন্ন কোন শিক্ষিত সমাজ পাবোনা বেকারত্বের ভুগবে
non_depressive,অদূর ভবিষ্যতে কি বাঘেদের জায়গা হবে কেবল ছবিতেই ? : 
depressive,মনে হয় জীবনের অশ্রুতিকর অভিজ্ঞতায় আমি নিজের ভুলগুলির সঙ্গে মিশে গিয়েছি ফিরিয়ে পেতে অসম্ভব মনে হয়।অনেক দিন ধরে আমি অশান্তির মধ্যে ভুগছি।
